"","CNT","CNTSCHID","CNTSTUID","STRATUM","MeanCrtScore","MeanMthScore","MeanReadScore","MeanSciScore"
"3715","Philippines",60800130,60803922,"PHL - stratum 06: REGION 5",1.7,300.536,283.5522,329.9848
"3716","Philippines",60800135,60803923,"PHL - stratum 10: REGION 9",27.48,341.555,367.5075,318.538
"3717","Philippines",60800088,60803924,"PHL - stratum 08: REGION 7",6.1,283.1321,327.4594,289.7196
"3718","Philippines",60800122,60803925,"PHL - stratum 02: REGION 2",1.09,284.2121,243.8869,284.7718
"3719","Philippines",60800055,60803926,"PHL - stratum 01: REGION 1",2.79,288.7566,253.6927,296.5227
"3720","Philippines",60800043,60803927,"PHL - stratum 14: NCR",10.39,317.6155,355.9985,330.1203
"3721","Philippines",60800105,60803928,"PHL - stratum 14: NCR",14.13,322.519,348.9903,333.7114
"3722","Philippines",60800184,60803929,"PHL - stratum 14: NCR",40.56,430.463,465.4775,434.1642
"3723","Philippines",60800125,60803930,"PHL - stratum 03: REGION 3",23.85,385.7823,446.6932,430.2881
"3724","Philippines",60800068,60803931,"PHL - stratum 04: REGION 4A",4.36,314.2483,307.2292,290.4549
"3725","Philippines",60800149,60803932,"PHL - stratum 04: REGION 4A",2.91,303.3703,304.4755,323.3043
"3726","Philippines",60800068,60803933,"PHL - stratum 04: REGION 4A",5.56,373.9108,342.7996,361.4568
"3727","Philippines",60800036,60803934,"PHL - stratum 04: REGION 4A",42.19,440.6427,500.2462,476.2322
"3728","Philippines",60800154,60803935,"PHL - stratum 07: REGION 6",4.91,309.1661,328.431,318.9365
"3729","Philippines",60800015,60803936,"PHL - stratum 08: REGION 7",5.16,297.6112,274.2761,302.1794
"3730","Philippines",60800099,60803937,"PHL - stratum 03: REGION 3",38.64,489.16,546.7376,550.2603
"3731","Philippines",60800164,60803938,"PHL - stratum 14: NCR",23.12,413.3304,463.5564,413.4065
"3732","Philippines",60800001,60803939,"PHL - stratum 11: REGION 10",2.53,324.5311,285.7177,324.0833
"3733","Philippines",60800122,60803940,"PHL - stratum 02: REGION 2",8.18,315.7195,281.9176,323.3267
"3734","Philippines",60800035,60803941,"PHL - stratum 09: REGION 8",9.8,359.9048,352.7963,347.9752
"3735","Philippines",60800061,60803942,"PHL - stratum 01: REGION 1",34.36,456.8154,461.2492,500.1073
"3736","Philippines",60800086,60803943,"PHL - stratum 01: REGION 1",41.87,426.4641,448.7294,446.3788
"3737","Philippines",60800141,60803944,"PHL - stratum 05: REGION 4B",0.87,251.497,219.543,265.226
"3738","Philippines",60800052,60803945,"PHL - stratum 12: REGION 11",33.06,400.8207,426.8216,437.4199
"3739","Philippines",60800086,60803946,"PHL - stratum 01: REGION 1",4.42,343.0118,278.3658,318.8687
"3740","Philippines",60800057,60803947,"PHL - stratum 01: REGION 1",19.06,398.3197,355.5216,407.1611
"3741","Philippines",60800143,60803948,"PHL - stratum 03: REGION 3",3.14,304.4426,268.0332,263.558
"3742","Philippines",60800101,60803949,"PHL - stratum 06: REGION 5",24.52,431.9771,475.4307,441.147
"3743","Philippines",60800188,60803950,"PHL - stratum 14: NCR",36.29,483.6298,475.9104,499.98
"3744","Philippines",60800151,60803952,"PHL - stratum 15: CAR",44.89,457.6211,533.8508,463.7917
"3745","Philippines",60800056,60803953,"PHL - stratum 07: REGION 6",5.07,363.9823,364.4556,351.0712
"3746","Philippines",60800032,60803954,"PHL - stratum 03: REGION 3",34.35,481.1739,513.4012,481.6754
"3747","Philippines",60800011,60803956,"PHL - stratum 08: REGION 7",48.81,590.6568,560.8521,614.5641
"3748","Philippines",60800135,60803957,"PHL - stratum 10: REGION 9",5.01,317.5257,309.4067,320.7519
"3749","Philippines",60800188,60803958,"PHL - stratum 14: NCR",15.98,434.8508,451.5929,473.9082
"3750","Philippines",60800057,60803959,"PHL - stratum 01: REGION 1",24.91,389.8953,399.5155,395.8806
"3751","Philippines",60800039,60803960,"PHL - stratum 03: REGION 3",19,397.1638,436.507,422.3824
"3752","Philippines",60800130,60803961,"PHL - stratum 06: REGION 5",1.18,261.2116,289.5771,291.6934
"3753","Philippines",60800071,60803962,"PHL - stratum 09: REGION 8",21.98,312.5724,315.3499,348.4669
"3754","Philippines",60800079,60803963,"PHL - stratum 04: REGION 4A",11.61,326.0321,315.7048,315.8744
"3755","Philippines",60800153,60803964,"PHL - stratum 03: REGION 3",21.36,340.835,303.6795,349.8416
"3756","Philippines",60800175,60803965,"PHL - stratum 14: NCR",17.91,346.3311,359.3375,350.306
"3757","Philippines",60800183,60803966,"PHL - stratum 12: REGION 11",7.96,310.1637,279.9779,296.6542
"3758","Philippines",60800177,60803967,"PHL - stratum 03: REGION 3",19.56,360.3812,334.8215,331.1219
"3759","Philippines",60800129,60803968,"PHL - stratum 04: REGION 4A",1.47,292.0827,247.9983,269.8506
"3760","Philippines",60800097,60803969,"PHL - stratum 15: CAR",2.33,289.1235,250.4568,315.0019
"3761","Philippines",60800080,60803970,"PHL - stratum 14: NCR",19.34,393.5028,398.1224,407.9466
"3762","Philippines",60800085,60803971,"PHL - stratum 13: REGION 12",7.73,335.3927,311.222,302.4832
"3763","Philippines",60800002,60803972,"PHL - stratum 03: REGION 3",18.56,395.3645,383.231,390.3868
"3764","Philippines",60800148,60803973,"PHL - stratum 08: REGION 7",6.59,306.2576,358.6441,321.2073
"3765","Philippines",60800042,60803974,"PHL - stratum 10: REGION 9",2.18,325.2682,276.1731,314.484
"3766","Philippines",60800097,60803976,"PHL - stratum 15: CAR",1.78,261.3704,254.0216,300.6506
"3767","Philippines",60800082,60803977,"PHL - stratum 08: REGION 7",13.49,378.7331,385.043,406.4032
"3768","Philippines",60800109,60803978,"PHL - stratum 09: REGION 8",6.66,346.0431,318.6557,340.3818
"3769","Philippines",60800140,60803979,"PHL - stratum 04: REGION 4A",30.7,433.5058,452.3373,411.8362
"3770","Philippines",60800112,60803980,"PHL - stratum 12: REGION 11",1.41,263.4934,208.0384,274.1369
"3771","Philippines",60800083,60803981,"PHL - stratum 07: REGION 6",14.81,381.1155,334.7173,391.7707
"3772","Philippines",60800112,60803982,"PHL - stratum 12: REGION 11",12.69,327.7068,309.841,311.516
"3773","Philippines",60800160,60803983,"PHL - stratum 02: REGION 2",5.52,294.1922,287.4643,306.4907
"3774","Philippines",60800153,60803984,"PHL - stratum 03: REGION 3",7.42,337.3853,314.8661,319.5488
"3775","Philippines",60800050,60803985,"PHL - stratum 14: NCR",1.49,297.5468,232.0351,301.9174
"3776","Philippines",60800084,60803987,"PHL - stratum 03: REGION 3",1.94,304.4285,265.4112,300.5871
"3777","Philippines",60800135,60803988,"PHL - stratum 10: REGION 9",41.29,454.4992,530.0541,435.9001
"3778","Philippines",60800077,60803989,"PHL - stratum 11: REGION 10",4.94,318.5512,318.4612,333.3826
"3779","Philippines",60800144,60803991,"PHL - stratum 06: REGION 5",17.74,370.9572,378.3897,379.2258
"3780","Philippines",60800004,60803992,"PHL - stratum 16: CARAGA",1.48,268.9857,226.4931,282.4052
"3781","Philippines",60800156,60803993,"PHL - stratum 16: CARAGA",2.91,282.6424,306.6944,316.1434
"3782","Philippines",60800032,60803994,"PHL - stratum 03: REGION 3",18.46,419.683,460.5238,419.3797
"3783","Philippines",60800166,60803995,"PHL - stratum 04: REGION 4A",32.63,389.0654,406.8861,401.3516
"3784","Philippines",60800069,60803996,"PHL - stratum 08: REGION 7",32.8,534.6804,538.765,534.989
"3785","Philippines",60800088,60803999,"PHL - stratum 08: REGION 7",5.56,329.0532,268.9018,311.3298
"3786","Philippines",60800089,60804000,"PHL - stratum 01: REGION 1",6.1,332.6202,306.5382,269.0361
"3787","Philippines",60800094,60804001,"PHL - stratum 05: REGION 4B",42.64,438.8834,456.9587,422.1148
"3788","Philippines",60800166,60804002,"PHL - stratum 04: REGION 4A",23.23,392.4756,362.391,362.6902
"3789","Philippines",60800116,60804003,"PHL - stratum 11: REGION 10",13.05,325.835,344.2756,359.8865
"3790","Philippines",60800008,60804004,"PHL - stratum 06: REGION 5",6.03,308.9635,269.7534,214.2694
"3791","Philippines",60800173,60804005,"PHL - stratum 14: NCR",42,481.1527,495.0926,506.2779
"3792","Philippines",60800051,60804006,"PHL - stratum 09: REGION 8",1.47,277.1063,264.041,260.2813
"3793","Philippines",60800146,60804007,"PHL - stratum 04: REGION 4A",24.63,466.4762,454.8477,447.0585
"3794","Philippines",60800023,60804008,"PHL - stratum 04: REGION 4A",7.19,361.1798,295.2,320.7189
"3795","Philippines",60800008,60804009,"PHL - stratum 06: REGION 5",2.02,294.5916,233.1955,264.2456
"3796","Philippines",60800128,60804010,"PHL - stratum 03: REGION 3",3.51,323.9709,292.7781,264.9139
"3797","Philippines",60800178,60804011,"PHL - stratum 07: REGION 6",7.54,331.9259,342.4669,290.6938
"3798","Philippines",60800069,60804012,"PHL - stratum 08: REGION 7",12.21,339.9528,372.4933,362.3062
"3799","Philippines",60800034,60804013,"PHL - stratum 07: REGION 6",2.88,312.7109,236.1517,270.8489
"3800","Philippines",60800012,60804014,"PHL - stratum 14: NCR",11.14,335.1417,308.5451,357.528
"3801","Philippines",60800143,60804015,"PHL - stratum 03: REGION 3",47.07,526.7006,575.6395,616.0157
"3802","Philippines",60800121,60804016,"PHL - stratum 08: REGION 7",1.36,305.8408,255.4208,282.768
"3803","Philippines",60800119,60804017,"PHL - stratum 15: CAR",30.23,491.3775,436.9339,489.3815
"3804","Philippines",60800033,60804018,"PHL - stratum 14: NCR",20.35,442.6474,416.2036,421.5007
"3805","Philippines",60800141,60804019,"PHL - stratum 05: REGION 4B",3.25,291.8257,287.8334,309.147
"3806","Philippines",60800019,60804020,"PHL - stratum 16: CARAGA",11.66,313.155,325.2875,323.9271
"3807","Philippines",60800051,60804021,"PHL - stratum 09: REGION 8",3.79,290.2115,310.6551,270.3947
"3808","Philippines",60800176,60804022,"PHL - stratum 09: REGION 8",8.97,335.3898,332.0982,363.2215
"3809","Philippines",60800046,60804023,"PHL - stratum 06: REGION 5",4.18,268.1047,244.4655,282.4409
"3810","Philippines",60800035,60804024,"PHL - stratum 09: REGION 8",9.05,328.3019,326.131,288.784
"3811","Philippines",60800042,60804025,"PHL - stratum 10: REGION 9",2.03,264.6346,258.9861,311.4726
"3812","Philippines",60800160,60804027,"PHL - stratum 02: REGION 2",10.77,339.6485,317.3569,302.3462
"3813","Philippines",60800011,60804028,"PHL - stratum 08: REGION 7",22.45,370.5153,397.3953,383.378
"3814","Philippines",60800143,60804029,"PHL - stratum 03: REGION 3",28.65,328.0901,309.8115,311.6177
"3815","Philippines",60800050,60804030,"PHL - stratum 14: NCR",1.95,318.4369,302.7344,339.7916
"3816","Philippines",60800101,60804031,"PHL - stratum 06: REGION 5",8.13,361.6245,413.6204,343.9827
"3817","Philippines",60800108,60804032,"PHL - stratum 04: REGION 4A",16.87,385.577,393.8655,379.088
"3818","Philippines",60800011,60804033,"PHL - stratum 08: REGION 7",8.33,331.8589,316.2415,322.372
"3819","Philippines",60800114,60804034,"PHL - stratum 03: REGION 3",16.38,435.0712,416.1324,458.8728
"3820","Philippines",60800006,60804035,"PHL - stratum 11: REGION 10",22.76,388.9446,367.0857,384.7076
"3821","Philippines",60800130,60804036,"PHL - stratum 06: REGION 5",1.26,285.4408,233.0455,319.5898
"3822","Philippines",60800004,60804037,"PHL - stratum 16: CARAGA",3.26,307.0652,246.4369,287.2408
"3823","Philippines",60800112,60804038,"PHL - stratum 12: REGION 11",2.22,356.4106,308.949,360.7728
"3824","Philippines",60800025,60804039,"PHL - stratum 02: REGION 2",25.28,378.1491,427.4462,374.6495
"3825","Philippines",60800110,60804040,"PHL - stratum 05: REGION 4B",39.3,455.8039,443.7905,479.1865
"3826","Philippines",60800182,60804041,"PHL - stratum 06: REGION 5",27.26,419.0171,431.6817,468.1601
"3827","Philippines",60800176,60804042,"PHL - stratum 09: REGION 8",42.64,378.6932,426.7065,423.1402
"3828","Philippines",60800075,60804043,"PHL - stratum 11: REGION 10",19.08,455.7264,415.6149,456.649
"3829","Philippines",60800145,60804044,"PHL - stratum 13: REGION 12",8.43,300.0475,334.0594,297.7868
"3830","Philippines",60800122,60804045,"PHL - stratum 02: REGION 2",2.02,295.0572,247.5166,327.6289
"3831","Philippines",60800121,60804046,"PHL - stratum 08: REGION 7",3.29,314.7279,243.1385,301.5359
"3832","Philippines",60800153,60804047,"PHL - stratum 03: REGION 3",29.77,411.3306,403.9174,417.5734
"3833","Philippines",60800076,60804048,"PHL - stratum 08: REGION 7",3.09,351.2306,327.3178,355.2701
"3834","Philippines",60800062,60804049,"PHL - stratum 04: REGION 4A",36.58,412.5823,423.2903,351.8415
"3835","Philippines",60800062,60804050,"PHL - stratum 04: REGION 4A",19.57,377.9481,369.9017,344.9358
"3836","Philippines",60800171,60804051,"PHL - stratum 03: REGION 3",23.57,375.5354,414.8351,393.335
"3837","Philippines",60800033,60804052,"PHL - stratum 14: NCR",33.6,436.671,445.593,426.6227
"3838","Philippines",60800061,60804053,"PHL - stratum 01: REGION 1",45.98,588.2697,576.7025,655.1116
"3839","Philippines",60800163,60804054,"PHL - stratum 03: REGION 3",7.94,317.8368,283.9984,267.376
"3840","Philippines",60800119,60804055,"PHL - stratum 15: CAR",6.89,336.1929,320.4046,319.8712
"3841","Philippines",60800173,60804056,"PHL - stratum 14: NCR",11.23,340.3231,311.5344,344.7369
"3842","Philippines",60800014,60804057,"PHL - stratum 04: REGION 4A",2.78,325.9492,326.9352,328.7459
"3843","Philippines",60800168,60804058,"PHL - stratum 13: REGION 12",0.45,314.855,246.9311,256.9783
"3844","Philippines",60800071,60804059,"PHL - stratum 09: REGION 8",39.09,438.398,478.8803,506.8204
"3845","Philippines",60800146,60804060,"PHL - stratum 04: REGION 4A",3.28,308.0462,300.2767,317.1384
"3846","Philippines",60800128,60804061,"PHL - stratum 03: REGION 3",29.98,440.1435,431.1351,447.8211
"3847","Philippines",60800163,60804062,"PHL - stratum 03: REGION 3",13.81,351.5805,326.9863,336.2752
"3848","Philippines",60800128,60804063,"PHL - stratum 03: REGION 3",9.83,381.4189,360.5969,403.4842
"3849","Philippines",60800092,60804064,"PHL - stratum 04: REGION 4A",25.39,429.5777,392.1664,397.2993
"3850","Philippines",60800016,60804065,"PHL - stratum 07: REGION 6",1.41,295.3729,248.1804,288.7037
"3851","Philippines",60800141,60804066,"PHL - stratum 05: REGION 4B",4.43,271.9451,227.617,195.1671
"3852","Philippines",60800149,60804067,"PHL - stratum 04: REGION 4A",19.49,330.0026,362.8323,367.0502
"3853","Philippines",60800036,60804068,"PHL - stratum 04: REGION 4A",11.25,358.4271,336.2958,351.3964
"3854","Philippines",60800092,60804069,"PHL - stratum 04: REGION 4A",46.7,468.6143,499.2557,489.4308
"3855","Philippines",60800154,60804070,"PHL - stratum 07: REGION 6",2.98,309.9119,297.0303,257.9472
"3856","Philippines",60800151,60804071,"PHL - stratum 15: CAR",34.2,430.0318,441.2771,450.2449
"3857","Philippines",60800055,60804073,"PHL - stratum 01: REGION 1",14.18,393.6771,355.5968,356.8184
"3858","Philippines",60800074,60804074,"PHL - stratum 06: REGION 5",2.96,295.2225,252.0884,300.288
"3859","Philippines",60800170,60804075,"PHL - stratum 14: NCR",7.57,309.7267,296.9736,281.0063
"3860","Philippines",60800039,60804076,"PHL - stratum 03: REGION 3",39.01,421.3748,485.6814,438.7172
"3861","Philippines",60800171,60804077,"PHL - stratum 03: REGION 3",15.45,414.0397,404.0565,403.6571
"3862","Philippines",60800120,60804078,"PHL - stratum 04: REGION 4A",12.22,360.0964,362.9253,378.6169
"3863","Philippines",60800012,60804079,"PHL - stratum 14: NCR",34.49,421.7413,476.945,430.9827
"3864","Philippines",60800109,60804080,"PHL - stratum 09: REGION 8",11.95,367.0374,336.3703,410.195
"3865","Philippines",60800010,60804081,"PHL - stratum 07: REGION 6",9.09,338.749,349.5256,358.6406
"3866","Philippines",60800163,60804082,"PHL - stratum 03: REGION 3",16.52,399.295,357.5231,394.3906
"3867","Philippines",60800074,60804083,"PHL - stratum 06: REGION 5",18.51,380.9098,370.7463,378.2189
"3868","Philippines",60800009,60804084,"PHL - stratum 06: REGION 5",1.59,296.6887,264.3567,297.7974
"3869","Philippines",60800116,60804085,"PHL - stratum 11: REGION 10",40.48,431.4436,461.818,485.122
"3870","Philippines",60800140,60804086,"PHL - stratum 04: REGION 4A",13.14,409.1607,414.7566,402.2897
"3871","Philippines",60800128,60804087,"PHL - stratum 03: REGION 3",0.9,306.2127,247.9496,259.6267
"3872","Philippines",60800182,60804088,"PHL - stratum 06: REGION 5",5.2,346.5221,328.8404,372.2164
"3873","Philippines",60800076,60804089,"PHL - stratum 08: REGION 7",6.54,328.9717,312.537,311.7176
"3874","Philippines",60800011,60804090,"PHL - stratum 08: REGION 7",4.35,298.5548,278.505,249.1804
"3875","Philippines",60800138,60804091,"PHL - stratum 03: REGION 3",28.32,382.2142,383.7254,362.4995
"3876","Philippines",60800125,60804092,"PHL - stratum 03: REGION 3",9.25,357.6465,375.9174,397.5937
"3877","Philippines",60800165,60804093,"PHL - stratum 10: REGION 9",16.74,384.1409,351.9218,371.6543
"3878","Philippines",60800162,60804094,"PHL - stratum 02: REGION 2",1.41,294.6339,279.6917,315.1049
"3879","Philippines",60800010,60804095,"PHL - stratum 07: REGION 6",31.2,399.997,414.7946,365.289
"3880","Philippines",60800104,60804096,"PHL - stratum 10: REGION 9",4.88,322.1297,270.9452,297.7218
"3881","Philippines",60800003,60804097,"PHL - stratum 04: REGION 4A",17.89,368.0422,386.9176,385.8329
"3882","Philippines",60800025,60804098,"PHL - stratum 02: REGION 2",3.8,302.8304,289.6126,320.2526
"3883","Philippines",60800101,60804099,"PHL - stratum 06: REGION 5",3.36,326.8488,309.4602,309.9147
"3884","Philippines",60800030,60804100,"PHL - stratum 08: REGION 7",4.21,324.3407,277.1132,303.4358
"3885","Philippines",60800128,60804101,"PHL - stratum 03: REGION 3",9.41,354.5846,321.7839,330.0395
"3886","Philippines",60800151,60804102,"PHL - stratum 15: CAR",29.63,437.648,457.8547,480.4673
"3887","Philippines",60800084,60804103,"PHL - stratum 03: REGION 3",1.93,292.5162,278.4012,306.8265
"3888","Philippines",60800030,60804104,"PHL - stratum 08: REGION 7",2.7,301.5524,252.5037,269.5421
"3889","Philippines",60800183,60804105,"PHL - stratum 12: REGION 11",5.69,295.2929,287.7594,283.9334
"3890","Philippines",60800070,60804106,"PHL - stratum 04: REGION 4A",22.4,426.2464,435.5808,460.797
"3891","Philippines",60800066,60804107,"PHL - stratum 07: REGION 6",0.9,229.7859,166.9386,209.4715
"3892","Philippines",60800176,60804108,"PHL - stratum 09: REGION 8",18.46,328.577,343.7296,325.5742
"3893","Philippines",60800074,60804109,"PHL - stratum 06: REGION 5",3.99,293.1505,246.2209,286.6517
"3894","Philippines",60800001,60804111,"PHL - stratum 11: REGION 10",8.48,322.3234,324.9784,309.2085
"3895","Philippines",60800172,60804112,"PHL - stratum 07: REGION 6",9.04,322.4114,342.9719,311.1341
"3896","Philippines",60800188,60804113,"PHL - stratum 14: NCR",7.62,348.1848,332.7902,339.7987
"3897","Philippines",60800031,60804114,"PHL - stratum 14: NCR",1.46,312.182,300.0575,298.5449
